Zeit	Weg	Kraft
s	mm	N
0.02	0.2804	10.6213
0.04	0.2808	10.7568
0.06	0.2811	10.8956
0.08	0.2812	10.9601
0.1	0.2812	10.9706
0.12	0.2812	10.9778
0.14	0.2812	10.9803
0.16	0.2812	10.9819
0.18	0.2812	10.9843
0.2	0.2812	10.9859
0.22	0.2812	10.9875
0.24	0.2812	10.9899
0.26	0.2812	10.9899
0.28	0.2812	10.9924
0.3	0.2812	10.9908
0.32	0.2812	10.9908
0.34	0.2812	10.9932
0.36	0.2812	10.9924
0.38	0.2812	10.9924
0.4	0.2812	10.994
0.42	0.2812	10.9956
0.44	0.2812	10.9956
0.46	0.2812	10.9956
0.48	0.2812	10.9964
0.5	0.2812	10.998
0.52	0.2811	10.9956
0.54	0.2811	10.9972
0.56	0.2811	10.9964
0.58	0.2811	10.9956
0.6	0.2811	10.998
0.62	0.2811	10.9956
0.64	0.2811	10.9988
0.66	0.2811	10.9972
0.68	0.2811	10.9972
0.7	0.2811	10.9996
0.72	0.2811	10.9964
0.74	0.2811	10.9988
0.76	0.2811	10.9988
0.78	0.2811	10.9964
0.8	0.2811	11.0004
0.82	0.2811	10.998
0.84	0.2811	10.9988
0.86	0.2811	11.0012
0.88	0.2812	10.9988
0.9	0.2812	11.0021
0.92	0.2812	10.9988
0.94	0.2812	10.9996
0.96	0.2812	11.0012
0.98	0.2812	10.9988
1.	0.2812	11.0029
1.02	0.2812	11.0004
1.04	0.2812	10.9996
1.06	0.2812	11.0004
1.08	0.2812	10.998
1.1	0.2812	11.0037
1.12	0.2812	10.9988
1.14	0.2812	11.0004
1.16	0.2812	11.0004
1.18	0.2812	10.9988
1.2	0.2812	11.0021
1.22	0.2812	10.9988
1.24	0.2812	11.0029
1.26	0.2812	10.9988
1.28	0.2812	11.0004
1.3	0.2812	11.0029
1.32	0.2812	10.998
1.34	0.2812	11.0061
1.36	0.2812	10.9996
1.38	0.2812	10.9996
1.4	0.2812	11.0029
1.42	0.2812	10.998
1.44	0.2812	11.0053
1.46	0.2812	11.0004
1.48	0.2812	10.9972
1.5	0.2812	11.0021
1.52	0.2812	10.998
1.54	0.2812	11.0053
1.56	0.2812	10.9988
1.58	0.2812	10.9996
1.6	0.2812	10.9964
1.62	0.2812	10.994
1.64	0.2813	11.0021
1.66	0.2813	10.9956
1.68	0.2813	11.0004
1.7	0.2813	10.9988
1.72	0.2813	10.998
1.74	0.2813	11.0093
1.76	0.2813	11.0101
1.78	0.2813	11.0101
1.8	0.2813	11.0101
1.82	0.2813	11.0125
1.84	0.2813	11.0182
1.86	0.2813	11.015
1.88	0.2813	11.015
1.9	0.2813	11.019
1.92	0.2813	11.0182
1.94	0.2813	11.0182
1.96	0.2813	11.0198
1.98	0.2813	11.0222
2.	0.2813	11.0198
2.02	0.2813	11.0214
2.04	0.2813	11.0182
2.06	0.2813	11.0238
2.08	0.2813	11.019
2.1	0.2813	11.0238
2.12	0.2813	11.0222
2.14	0.2813	11.0222
2.16	0.2813	11.0254
2.18	0.2813	11.0214
2.2	0.2813	11.0263
2.22	0.2813	11.0263
2.24	0.2813	11.0271
2.26	0.2813	11.0279
2.28	0.2814	11.0238
2.3	0.2814	11.0287
2.32	0.2814	11.0295
2.34	0.2814	11.0303
2.36	0.2814	11.0327
2.38	0.2814	11.0335
