Zeit	Weg	Kraft
s	mm	N
0.02	0.2827	10.6438
0.04	0.283	10.7786
0.06	0.2834	10.9367
0.08	0.2835	10.9996
0.1	0.2835	11.0069
0.12	0.2835	11.0166
0.14	0.2835	11.0198
0.16	0.2835	11.0182
0.18	0.2834	11.0246
0.2	0.2834	11.023
0.22	0.2834	11.0263
0.24	0.2834	11.0271
0.26	0.2834	11.0263
0.28	0.2834	11.0319
0.3	0.2834	11.0271
0.32	0.2834	11.0287
0.34	0.2834	11.0319
0.36	0.2834	11.0287
0.38	0.2834	11.0335
0.4	0.2834	11.0311
0.42	0.2834	11.0335
0.44	0.2834	11.0319
0.46	0.2834	11.0327
0.48	0.2834	11.0359
0.5	0.2834	11.0319
0.52	0.2834	11.0351
0.54	0.2834	11.0343
0.56	0.2834	11.0335
0.58	0.2834	11.0351
0.6	0.2834	11.0335
0.62	0.2834	11.0359
0.64	0.2834	11.0351
0.66	0.2834	11.0343
0.68	0.2834	11.0367
0.7	0.2834	11.0351
0.72	0.2834	11.0384
0.74	0.2834	11.0367
0.76	0.2834	11.0384
0.78	0.2834	11.0367
0.8	0.2834	11.0367
0.82	0.2834	11.0392
0.84	0.2834	11.0367
0.86	0.2834	11.0392
0.88	0.2834	11.0384
0.9	0.2834	11.0384
0.92	0.2834	11.0392
0.94	0.2834	11.0375
0.96	0.2834	11.0384
0.98	0.2834	11.0392
1.	0.2834	11.0367
1.02	0.2834	11.0416
1.04	0.2834	11.0392
1.06	0.2834	11.04
1.08	0.2834	11.0408
1.1	0.2834	11.04
1.12	0.2834	11.0416
1.14	0.2834	11.0375
1.16	0.2834	11.0416
1.18	0.2834	11.04
1.2	0.2834	11.0384
1.22	0.2834	11.0416
1.24	0.2834	11.04
1.26	0.2834	11.0392
1.28	0.2834	11.0424
1.3	0.2834	11.0367
1.32	0.2834	11.044
1.34	0.2834	11.0367
1.36	0.2834	11.0416
1.38	0.2834	11.0432
1.4	0.2834	11.0408
1.42	0.2834	11.044
1.44	0.2834	11.0367
1.46	0.2834	11.0416
1.48	0.2834	11.044
1.5	0.2834	11.0384
1.52	0.2834	11.0424
1.54	0.2834	11.0408
1.56	0.2834	11.0432
1.58	0.2834	11.0392
1.6	0.2835	11.0424
1.62	0.2835	11.0432
1.64	0.2835	11.0375
1.66	0.2835	11.0416
1.68	0.2835	11.0408
1.7	0.2835	11.0416
1.72	0.2835	11.0416
1.74	0.2835	11.04
1.76	0.2835	11.0456
1.78	0.2835	11.0424
1.8	0.2835	11.0432
1.82	0.2835	11.0456
1.84	0.2835	11.0432
1.86	0.2835	11.0448
1.88	0.2835	11.0448
1.9	0.2835	11.0456
1.92	0.2835	11.0456
1.94	0.2835	11.044
1.96	0.2836	11.0464
1.98	0.2836	11.044
2.	0.2836	11.0472
2.02	0.2836	11.0488
2.04	0.2836	11.048
2.06	0.2836	11.0505
2.08	0.2836	11.0505
2.1	0.2836	11.0521
2.12	0.2836	11.0529
2.14	0.2836	11.0529
2.16	0.2836	11.0545
2.18	0.2836	11.0545
2.2	0.2836	11.0553
2.22	0.2836	11.0553
2.24	0.2836	11.0553
2.26	0.2836	11.0569
2.28	0.2836	11.0577
2.3	0.2836	11.0601
2.32	0.2836	11.0634
2.34	0.2836	11.0658
2.36	0.2836	11.0706
2.38	0.2836	11.0658
2.4	0.2836	11.073
2.42	0.2836	11.0755
2.44	0.2836	11.0739
2.46	0.2836	11.0827
2.48	0.2836	11.0722
2.5	0.2836	11.0787
2.52	0.2836	11.0835
2.54	0.2836	11.0747
2.56	0.2836	11.0827
2.58	0.2836	11.0795
2.6	0.2836	11.0827
2.62	0.2836	11.0843
2.64	0.2836	11.0779
2.66	0.2836	11.0843
2.68	0.2836	11.0835
