Zeit	Weg	Kraft
s	mm	N
0.02	0.272	10.543
0.04	0.2724	10.71
0.06	0.2726	10.8004
0.08	0.2726	10.8278
0.1	0.2726	10.8326
0.12	0.2726	10.8351
0.14	0.2726	10.8375
0.16	0.2726	10.8383
0.18	0.2726	10.8439
0.2	0.2726	10.8415
0.22	0.2726	10.8439
0.24	0.2726	10.8463
0.26	0.2726	10.8455
0.28	0.2725	10.848
0.3	0.2725	10.8455
0.32	0.2725	10.8463
0.34	0.2725	10.8488
0.36	0.2725	10.8455
0.38	0.2725	10.848
0.4	0.2725	10.8455
0.42	0.2725	10.8488
0.44	0.2725	10.8488
0.46	0.2725	10.8455
0.48	0.2725	10.8504
0.5	0.2725	10.8488
0.52	0.2725	10.8472
0.54	0.2725	10.8488
0.56	0.2725	10.8488
0.58	0.2725	10.8488
0.6	0.2725	10.848
0.62	0.2725	10.8488
0.64	0.2725	10.8504
0.66	0.2725	10.8488
0.68	0.2725	10.8496
0.7	0.2725	10.8504
0.72	0.2725	10.8496
0.74	0.2725	10.8504
0.76	0.2725	10.852
0.78	0.2725	10.8512
0.8	0.2725	10.8488
0.82	0.2725	10.8504
0.84	0.2725	10.8504
0.86	0.2725	10.8504
0.88	0.2725	10.8512
0.9	0.2725	10.8496
0.92	0.2725	10.8512
0.94	0.2725	10.8496
0.96	0.2725	10.8528
0.98	0.2725	10.8528
1.	0.2725	10.8504
1.02	0.2725	10.8504
1.04	0.2725	10.8496
1.06	0.2725	10.8504
1.08	0.2725	10.8496
1.1	0.2725	10.8496
1.12	0.2725	10.852
1.14	0.2725	10.8504
1.16	0.2725	10.8528
1.18	0.2725	10.852
1.2	0.2725	10.852
1.22	0.2725	10.852
1.24	0.2725	10.8504
1.26	0.2725	10.8512
1.28	0.2725	10.8504
1.3	0.2725	10.8528
1.32	0.2725	10.8512
1.34	0.2725	10.8496
1.36	0.2725	10.8528
1.38	0.2725	10.8512
1.4	0.2725	10.852
1.42	0.2725	10.8512
1.44	0.2725	10.8512
1.46	0.2725	10.8528
1.48	0.2725	10.8496
1.5	0.2725	10.8536
1.52	0.2725	10.852
1.54	0.2725	10.8504
1.56	0.2725	10.8528
1.58	0.2726	10.8528
1.6	0.2726	10.852
1.62	0.2726	10.852
1.64	0.2726	10.8512
1.66	0.2726	10.8528
1.68	0.2726	10.8504
1.7	0.2726	10.8512
1.72	0.2726	10.8504
1.74	0.2726	10.8496
1.76	0.2726	10.8504
1.78	0.2726	10.8504
1.8	0.2726	10.8504
1.82	0.2726	10.852
1.84	0.2726	10.8496
1.86	0.2726	10.8528
1.88	0.2727	10.8504
1.9	0.2727	10.8512
1.92	0.2727	10.8512
1.94	0.2727	10.8504
1.96	0.2727	10.8528
1.98	0.2727	10.8512
2.	0.2727	10.8536
2.02	0.2727	10.8512
2.04	0.2727	10.8544
2.06	0.2727	10.8528
2.08	0.2727	10.8528
2.1	0.2727	10.856
2.12	0.2727	10.8544
2.14	0.2727	10.8528
2.16	0.2727	10.856
2.18	0.2727	10.856
2.2	0.2727	10.8585
2.22	0.2727	10.8544
2.24	0.2727	10.8576
2.26	0.2727	10.8568
