Zeit	Weg	Kraft
s	mm	N
0.02	0.2827	10.4647
0.04	0.2829	10.5833
0.06	0.2832	10.6939
0.08	0.2833	10.7471
0.1	0.2833	10.7576
0.12	0.2833	10.7633
0.14	0.2833	10.7657
0.16	0.2833	10.7673
0.18	0.2833	10.7705
0.2	0.2833	10.7705
0.22	0.2833	10.7721
0.24	0.2833	10.7721
0.26	0.2833	10.7737
0.28	0.2833	10.7745
0.3	0.2833	10.7754
0.32	0.2833	10.7754
0.34	0.2833	10.7762
0.36	0.2833	10.777
0.38	0.2833	10.7762
0.4	0.2833	10.7778
0.42	0.2833	10.7778
0.44	0.2833	10.7778
0.46	0.2833	10.7786
0.48	0.2833	10.7794
0.5	0.2833	10.7794
0.52	0.2833	10.7794
0.54	0.2833	10.7794
0.56	0.2833	10.7802
0.58	0.2833	10.7794
0.6	0.2833	10.7802
0.62	0.2833	10.7794
0.64	0.2833	10.7802
0.66	0.2833	10.781
0.68	0.2833	10.7802
0.7	0.2833	10.781
0.72	0.2833	10.781
0.74	0.2833	10.7802
0.76	0.2833	10.7802
0.78	0.2833	10.781
0.8	0.2833	10.781
0.82	0.2833	10.7818
0.84	0.2833	10.7818
0.86	0.2833	10.781
0.88	0.2833	10.7834
0.9	0.2834	10.7818
0.92	0.2834	10.7834
0.94	0.2834	10.7858
0.96	0.2834	10.7875
0.98	0.2834	10.7907
1.	0.2834	10.7915
1.02	0.2834	10.7931
1.04	0.2834	10.7963
1.06	0.2834	10.7971
1.08	0.2834	10.7979
1.1	0.2834	10.8012
1.12	0.2834	10.7996
1.14	0.2834	10.802
1.16	0.2834	10.8028
1.18	0.2834	10.8012
1.2	0.2834	10.8012
1.22	0.2834	10.8044
1.24	0.2834	10.8028
1.26	0.2834	10.802
1.28	0.2834	10.8028
1.3	0.2834	10.8052
1.32	0.2834	10.8044
1.34	0.2834	10.806
1.36	0.2834	10.802
1.38	0.2834	10.8044
1.4	0.2834	10.8028
1.42	0.2834	10.806
1.44	0.2834	10.806
1.46	0.2834	10.8084
1.48	0.2834	10.8076
1.5	0.2834	10.8092
1.52	0.2834	10.8109
1.54	0.2834	10.8084
1.56	0.2834	10.8084
1.58	0.2834	10.8092
1.6	0.2834	10.81
1.62	0.2834	10.8117
1.64	0.2835	10.81
1.66	0.2835	10.8125
1.68	0.2835	10.8141
1.7	0.2835	10.8125
1.72	0.2835	10.8149
1.74	0.2835	10.8141
1.76	0.2835	10.8165
1.78	0.2835	10.8165
1.8	0.2835	10.8157
1.82	0.2835	10.8181
1.84	0.2835	10.8189
1.86	0.2835	10.8173
1.88	0.2835	10.8197
1.9	0.2835	10.8189
1.92	0.2835	10.8197
1.94	0.2835	10.8221
1.96	0.2835	10.8213
1.98	0.2835	10.8262
2.	0.2835	10.8262
2.02	0.2835	10.827
2.04	0.2835	10.827
2.06	0.2835	10.8286
2.08	0.2835	10.8318
2.1	0.2835	10.8302
2.12	0.2835	10.831
2.14	0.2835	10.8302
2.16	0.2835	10.827
2.18	0.2835	10.8302
2.2	0.2835	10.8326
2.22	0.2835	10.831
2.24	0.2835	10.8375
2.26	0.2835	10.8318
2.28	0.2835	10.8383
2.3	0.2835	10.8415
2.32	0.2835	10.8351
2.34	0.2835	10.8439
2.36	0.2835	10.8415
2.38	0.2835	10.8431
2.4	0.2835	10.8439
2.42	0.2835	10.8407
2.44	0.2835	10.848
2.46	0.2835	10.8423
2.48	0.2836	10.8439
2.5	0.2836	10.848
2.52	0.2836	10.8431
2.54	0.2836	10.8447
2.56	0.2836	10.8463
2.58	0.2836	10.848
2.6	0.2836	10.848
2.62	0.2836	10.8472
2.64	0.2836	10.8528
2.66	0.2836	10.8504
2.68	0.2836	10.8504
2.7	0.2836	10.8552
2.72	0.2836	10.8536
2.74	0.2836	10.8544
2.76	0.2836	10.8528
2.78	0.2836	10.856
2.8	0.2836	10.8552
2.82	0.2836	10.852
2.84	0.2836	10.8568
2.86	0.2836	10.8552
2.88	0.2836	10.8568
2.9	0.2836	10.8568
2.92	0.2836	10.8593
2.94	0.2836	10.8625
2.96	0.2836	10.8617
2.98	0.2836	10.8649
3.	0.2836	10.8657
3.02	0.2836	10.8673
3.04	0.2836	10.8689
3.06	0.2836	10.8673
3.08	0.2836	10.8714
3.1	0.2836	10.8697
3.12	0.2836	10.8714
3.14	0.2836	10.8722
3.16	0.2836	10.8714
3.18	0.2836	10.8746
3.2	0.2836	10.873
3.22	0.2837	10.8754
3.24	0.2837	10.8786
3.26	0.2837	10.8786
3.28	0.2837	10.8818
3.3	0.2837	10.8835
3.32	0.2837	10.8851
3.34	0.2837	10.8859
3.36	0.2837	10.8867
3.38	0.2837	10.8899
3.4	0.2837	10.8899
3.42	0.2837	10.8899
3.44	0.2837	10.8915
3.46	0.2837	10.8923
3.48	0.2837	10.8931
