Zeit	Weg	Kraft
s	mm	N
0.02	0.2847	10.3187
0.04	0.285	10.4381
0.06	0.2853	10.547
0.08	0.2853	10.5986
0.1	0.2853	10.6107
0.12	0.2853	10.6164
0.14	0.2853	10.6188
0.16	0.2853	10.622
0.18	0.2853	10.622
0.2	0.2853	10.6236
0.22	0.2853	10.6244
0.24	0.2853	10.6253
0.26	0.2853	10.6269
0.28	0.2853	10.6261
0.3	0.2853	10.6261
0.32	0.2853	10.6285
0.34	0.2853	10.6285
0.36	0.2853	10.6293
0.38	0.2853	10.6293
0.4	0.2853	10.6293
0.42	0.2853	10.6301
0.44	0.2853	10.6301
0.46	0.2853	10.6293
0.48	0.2853	10.6309
0.5	0.2853	10.6309
0.52	0.2853	10.6309
0.54	0.2853	10.6301
0.56	0.2854	10.6301
0.58	0.2854	10.6317
0.6	0.2854	10.6317
0.62	0.2854	10.6317
0.64	0.2854	10.6317
0.66	0.2854	10.6309
0.68	0.2854	10.6333
0.7	0.2854	10.6325
0.72	0.2854	10.6317
0.74	0.2854	10.6333
0.76	0.2854	10.6333
0.78	0.2854	10.6325
0.8	0.2854	10.6325
0.82	0.2854	10.6325
0.84	0.2854	10.6325
0.86	0.2854	10.6333
0.88	0.2854	10.6333
0.9	0.2854	10.6325
0.92	0.2854	10.6333
0.94	0.2854	10.6317
0.96	0.2854	10.6325
0.98	0.2854	10.6325
1.	0.2854	10.6325
1.02	0.2854	10.6333
1.04	0.2854	10.6333
1.06	0.2854	10.6341
1.08	0.2854	10.6357
1.1	0.2854	10.6357
1.12	0.2854	10.6398
1.14	0.2854	10.6406
1.16	0.2855	10.6422
1.18	0.2855	10.6446
1.2	0.2855	10.647
1.22	0.2855	10.6486
1.24	0.2855	10.6519
1.26	0.2855	10.6551
1.28	0.2855	10.6567
1.3	0.2855	10.6591
1.32	0.2855	10.6608
1.34	0.2855	10.6616
1.36	0.2855	10.6632
1.38	0.2855	10.664
1.4	0.2855	10.6656
1.42	0.2855	10.6656
1.44	0.2855	10.6664
1.46	0.2855	10.6688
1.48	0.2855	10.672
1.5	0.2855	10.6737
1.52	0.2855	10.6769
1.54	0.2855	10.6785
1.56	0.2855	10.6793
1.58	0.2855	10.6817
1.6	0.2855	10.6833
1.62	0.2855	10.685
1.64	0.2855	10.6858
1.66	0.2855	10.6866
1.68	0.2855	10.6874
1.7	0.2855	10.6882
1.72	0.2855	10.689
1.74	0.2855	10.6898
1.76	0.2855	10.689
1.78	0.2855	10.6906
1.8	0.2855	10.6914
1.82	0.2855	10.6914
1.84	0.2855	10.6922
1.86	0.2855	10.6914
1.88	0.2855	10.693
1.9	0.2855	10.6922
1.92	0.2855	10.693
1.94	0.2855	10.6922
1.96	0.2856	10.6922
1.98	0.2856	10.6954
2.	0.2856	10.6979
2.02	0.2856	10.7027
2.04	0.2856	10.7035
2.06	0.2856	10.7059
2.08	0.2856	10.71
2.1	0.2856	10.7108
2.12	0.2856	10.7124
2.14	0.2856	10.7132
2.16	0.2856	10.7148
2.18	0.2856	10.7156
