Zeit	Weg	Kraft
s	mm	N
0.02	0.2876	10.5268
0.04	0.2879	10.6511
0.06	0.2881	10.7213
0.08	0.2881	10.7438
0.1	0.2881	10.7479
0.12	0.2881	10.7527
0.14	0.2881	10.756
0.16	0.2881	10.7584
0.18	0.2881	10.7584
0.2	0.2881	10.7584
0.22	0.2881	10.7656
0.24	0.2881	10.76
0.26	0.2881	10.764
0.28	0.2881	10.7616
0.3	0.2881	10.7656
0.32	0.2881	10.7672
0.34	0.2881	10.7632
0.36	0.2881	10.7672
0.38	0.2881	10.7648
0.4	0.2881	10.7672
0.42	0.2881	10.7681
0.44	0.2881	10.7697
0.46	0.2881	10.7721
0.48	0.2881	10.764
0.5	0.2881	10.7689
0.52	0.2881	10.7664
0.54	0.2881	10.7697
0.56	0.2881	10.7729
0.58	0.2881	10.7689
0.6	0.2881	10.7681
0.62	0.2881	10.7672
0.64	0.2881	10.7697
0.66	0.2881	10.7737
0.68	0.2881	10.7713
0.7	0.2881	10.7713
0.72	0.2881	10.7697
0.74	0.2881	10.7689
0.76	0.2881	10.7737
0.78	0.2881	10.7713
0.8	0.2881	10.7713
0.82	0.2881	10.7705
0.84	0.2881	10.7721
0.86	0.2881	10.7697
0.88	0.2881	10.7705
0.9	0.2881	10.7721
0.92	0.2881	10.7697
0.94	0.2881	10.7729
0.96	0.2881	10.7705
0.98	0.2881	10.7705
1.	0.2881	10.7729
1.02	0.2881	10.7769
1.04	0.2881	10.7769
1.06	0.2881	10.7721
1.08	0.2881	10.7761
1.1	0.2881	10.7785
1.12	0.2881	10.7793
1.14	0.2881	10.7826
1.16	0.2881	10.7818
1.18	0.2881	10.7769
1.2	0.2882	10.7826
1.22	0.2882	10.7793
1.24	0.2882	10.7898
1.26	0.2882	10.7882
1.28	0.2882	10.7882
1.3	0.2882	10.7914
1.32	0.2882	10.7914
1.34	0.2882	10.7979
1.36	0.2882	10.8003
1.38	0.2882	10.8003
1.4	0.2882	10.8011
1.42	0.2882	10.7987
1.44	0.2882	10.8011
1.46	0.2882	10.806
1.48	0.2882	10.8052
1.5	0.2882	10.8084
1.52	0.2882	10.8108
1.54	0.2882	10.8116
1.56	0.2882	10.8157
1.58	0.2882	10.814
1.6	0.2882	10.814
1.62	0.2882	10.8213
1.64	0.2882	10.8173
1.66	0.2882	10.8221
1.68	0.2882	10.8189
1.7	0.2882	10.8189
1.72	0.2882	10.8229
1.74	0.2882	10.8221
1.76	0.2882	10.8253
1.78	0.2882	10.8221
1.8	0.2883	10.8213
1.82	0.2883	10.8237
1.84	0.2883	10.8286
1.86	0.2883	10.8334
1.88	0.2883	10.835
1.9	0.2883	10.839
1.92	0.2883	10.8431
1.94	0.2883	10.8447
1.96	0.2883	10.8479
1.98	0.2883	10.8479
2.	0.2883	10.8528
2.02	0.2883	10.852
2.04	0.2883	10.852
2.06	0.2883	10.856
2.08	0.2883	10.8536
2.1	0.2883	10.8568
2.12	0.2883	10.8568
2.14	0.2883	10.8568
2.16	0.2883	10.8584
2.18	0.2883	10.8568
2.2	0.2883	10.86
2.22	0.2883	10.8592
2.24	0.2883	10.8584
2.26	0.2883	10.8608
2.28	0.2883	10.8576
2.3	0.2883	10.8608
2.32	0.2883	10.8608
2.34	0.2883	10.86
2.36	0.2883	10.8624
2.38	0.2883	10.86
2.4	0.2883	10.8608
2.42	0.2883	10.8616
2.44	0.2883	10.8616
2.46	0.2883	10.8624
2.48	0.2883	10.8624
2.5	0.2883	10.8616
2.52	0.2883	10.8624
2.54	0.2883	10.8624
2.56	0.2883	10.8633
2.58	0.2883	10.8616
2.6	0.2883	10.8633
2.62	0.2883	10.8624
2.64	0.2883	10.8633
2.66	0.2883	10.8641
2.68	0.2883	10.8624
2.7	0.2883	10.8633
2.72	0.2884	10.8624
2.74	0.2884	10.8633
2.76	0.2884	10.8665
2.78	0.2884	10.8713
2.8	0.2884	10.877
2.82	0.2884	10.881
2.84	0.2884	10.8842
2.86	0.2884	10.8875
