Zeit	Weg	Kraft
s	mm	N
0.02	0.2841	10.5777
0.04	0.2844	10.7293
0.06	0.2847	10.8536
0.08	0.2847	10.8971
0.1	0.2847	10.9068
0.12	0.2847	10.9125
0.14	0.2847	10.9165
0.16	0.2848	10.9181
0.18	0.2848	10.9213
0.2	0.2848	10.9238
0.22	0.2848	10.9262
0.24	0.2848	10.9278
0.26	0.2848	10.931
0.28	0.2848	10.931
0.3	0.2848	10.9334
0.32	0.2848	10.9351
0.34	0.2848	10.9359
0.36	0.2848	10.9383
0.38	0.2848	10.9375
0.4	0.2848	10.9391
0.42	0.2848	10.9399
0.44	0.2848	10.9423
0.46	0.2848	10.9439
0.48	0.2848	10.9415
0.5	0.2848	10.9423
0.52	0.2848	10.9447
0.54	0.2848	10.9463
0.56	0.2848	10.9447
0.58	0.2848	10.9455
0.6	0.2848	10.9455
0.62	0.2848	10.9447
0.64	0.2848	10.9463
0.66	0.2848	10.9472
0.68	0.2848	10.9472
0.7	0.2848	10.9455
0.72	0.2849	10.9472
0.74	0.2849	10.9496
0.76	0.2849	10.9528
0.78	0.2849	10.9568
0.8	0.2849	10.9609
0.82	0.2849	10.9633
0.84	0.2849	10.9681
0.86	0.2849	10.9697
0.88	0.2849	10.9706
0.9	0.2849	10.9722
0.92	0.2849	10.9746
0.94	0.2849	10.9746
0.96	0.2849	10.9762
0.98	0.2849	10.9786
1.	0.2849	10.9818
1.02	0.2849	10.9818
1.04	0.2849	10.9867
1.06	0.2849	10.9851
1.08	0.2849	10.9891
1.1	0.2849	10.9883
1.12	0.2849	10.9891
1.14	0.2849	10.9907
1.16	0.2849	10.9939
1.18	0.2849	10.9948
1.2	0.2849	10.9907
1.22	0.285	10.9923
1.24	0.285	10.9956
1.26	0.285	10.9988
1.28	0.285	11.0044
1.3	0.285	11.0069
1.32	0.285	11.0077
1.34	0.285	11.0109
1.36	0.285	11.0141
1.38	0.285	11.0182
1.4	0.285	11.0117
1.42	0.285	11.0165
1.44	0.285	11.0182
1.46	0.285	11.0198
1.48	0.285	11.0222
1.5	0.285	11.0206
1.52	0.285	11.0214
1.54	0.285	11.0206
1.56	0.285	11.0238
1.58	0.285	11.0262
1.6	0.285	11.023
1.62	0.285	11.0254
1.64	0.285	11.0246
1.66	0.285	11.0262
1.68	0.285	11.0262
1.7	0.285	11.027
1.72	0.285	11.027
1.74	0.285	11.0238
1.76	0.285	11.0286
1.78	0.285	11.027
1.8	0.285	11.0262
1.82	0.285	11.0246
1.84	0.285	11.0246
1.86	0.285	11.0294
1.88	0.285	11.0286
1.9	0.285	11.0278
1.92	0.285	11.027
1.94	0.285	11.0278
1.96	0.285	11.0286
1.98	0.2851	11.0278
2.	0.2851	11.0278
2.02	0.2851	11.0303
2.04	0.2851	11.0286
2.06	0.2851	11.0335
2.08	0.2851	11.0319
2.1	0.2851	11.0327
2.12	0.2851	11.0359
2.14	0.2851	11.0351
2.16	0.2851	11.0383
2.18	0.2851	11.0375
2.2	0.2851	11.0399
2.22	0.2851	11.0391
2.24	0.2851	11.044
2.26	0.2851	11.044
2.28	0.2851	11.044
2.3	0.2851	11.0472
2.32	0.2851	11.0464
2.34	0.2851	11.0512
2.36	0.2851	11.048
2.38	0.2851	11.0488
2.4	0.2851	11.0545
2.42	0.2851	11.0553
2.44	0.2851	11.0561
2.46	0.2851	11.0577
2.48	0.2851	11.0601
2.5	0.2851	11.0617
2.52	0.2851	11.0633
2.54	0.2851	11.0633
2.56	0.2851	11.0649
2.58	0.2851	11.0682
2.6	0.2851	11.0658
2.62	0.2851	11.0698
2.64	0.2851	11.0682
2.66	0.2851	11.069
2.68	0.2851	11.0714
2.7	0.2851	11.069
2.72	0.2851	11.0714
2.74	0.2851	11.0714
2.76	0.2851	11.0706
2.78	0.2851	11.0722
2.8	0.2851	11.0722
2.82	0.2851	11.0754
2.84	0.2851	11.0738
2.86	0.2851	11.0754
2.88	0.2852	11.0762
2.9	0.2852	11.0779
2.92	0.2852	11.0803
2.94	0.2852	11.0811
2.96	0.2852	11.0843
2.98	0.2852	11.0843
3.	0.2852	11.0859
3.02	0.2852	11.0875
3.04	0.2852	11.0875
3.06	0.2852	11.0891
3.08	0.2852	11.0916
3.1	0.2852	11.09
3.12	0.2852	11.0932
3.14	0.2852	11.0924
3.16	0.2852	11.0924
3.18	0.2852	11.0948
3.2	0.2852	11.0932
3.22	0.2852	11.1004
3.24	0.2852	11.0948
3.26	0.2852	11.1004
3.28	0.2852	11.1013
3.3	0.2852	11.1021
3.32	0.2852	11.1037
3.34	0.2852	11.1013
3.36	0.2852	11.1085
3.38	0.2852	11.1053
3.4	0.2852	11.1053
3.42	0.2852	11.1109
3.44	0.2852	11.1069
3.46	0.2852	11.1077
3.48	0.2853	11.1085
3.5	0.2853	11.1109
3.52	0.2853	11.115
3.54	0.2853	11.1142
3.56	0.2853	11.119
3.58	0.2853	11.1222
3.6	0.2853	11.1206
3.62	0.2853	11.1246
3.64	0.2853	11.1246
3.66	0.2853	11.1263
3.68	0.2853	11.1263
3.7	0.2853	11.1287
3.72	0.2853	11.1295
3.74	0.2853	11.1287
3.76	0.2853	11.1319
3.78	0.2853	11.1311
3.8	0.2853	11.1327
3.82	0.2853	11.1327
3.84	0.2853	11.1343
3.86	0.2853	11.1295
3.88	0.2853	11.1359
3.9	0.2853	11.1335
3.92	0.2853	11.1343
3.94	0.2853	11.1376
3.96	0.2853	11.1311
3.98	0.2853	11.1384
4.	0.2853	11.1351
4.02	0.2853	11.1376
4.04	0.2853	11.1367
4.06	0.2853	11.1359
4.08	0.2853	11.1392
4.1	0.2853	11.1359
4.12	0.2853	11.1376
4.14	0.2854	11.1416
4.16	0.2854	11.144
4.18	0.2854	11.1505
4.2	0.2854	11.1521
4.22	0.2854	11.1561
4.24	0.2854	11.1601
4.26	0.2854	11.1601
4.28	0.2854	11.1658
4.3	0.2854	11.1642
4.32	0.2854	11.1674
4.34	0.2854	11.1682
4.36	0.2854	11.1698
4.38	0.2854	11.1706
4.4	0.2854	11.1706
4.42	0.2854	11.1739
4.44	0.2854	11.1722
4.46	0.2854	11.1731
4.48	0.2854	11.1747
4.5	0.2854	11.1747
4.52	0.2854	11.1755
4.54	0.2854	11.1763
4.56	0.2854	11.1763
4.58	0.2854	11.1787
4.6	0.2854	11.1771
4.62	0.2854	11.1771
4.64	0.2854	11.1779
4.66	0.2854	11.1771
4.68	0.2854	11.1787
4.7	0.2854	11.1779
4.72	0.2854	11.1795
4.74	0.2854	11.1795
4.76	0.2854	11.1787
4.78	0.2854	11.1819
4.8	0.2854	11.1795
4.82	0.2854	11.1779
4.84	0.2854	11.1827
4.86	0.2854	11.1795
4.88	0.2854	11.1827
4.9	0.2854	11.1811
4.92	0.2854	11.1811
4.94	0.2854	11.1835
4.96	0.2854	11.1803
4.98	0.2854	11.1827
5.	0.2854	11.1827
5.02	0.2854	11.1827
5.04	0.2854	11.1843
5.06	0.2854	11.1852
5.08	0.2854	11.1876
5.1	0.2854	11.1884
5.12	0.2854	11.1868
5.14	0.2854	11.1948
5.16	0.2854	11.1924
5.18	0.2854	11.1956
5.2	0.2854	11.1956
5.22	0.2855	11.1973
5.24	0.2855	11.2029
5.26	0.2855	11.2037
5.28	0.2855	11.2005
5.3	0.2855	11.2094
5.32	0.2855	11.2037
5.34	0.2855	11.2086
5.36	0.2855	11.2118
5.38	0.2855	11.2102
5.4	0.2855	11.2126
5.42	0.2855	11.215
5.44	0.2855	11.219
5.46	0.2855	11.219
5.48	0.2855	11.219
5.5	0.2855	11.2247
5.52	0.2855	11.2223
5.54	0.2855	11.2239
5.56	0.2855	11.2271
5.58	0.2855	11.2263
5.6	0.2855	11.2271
5.62	0.2855	11.2263
5.64	0.2855	11.2295
5.66	0.2855	11.2295
5.68	0.2855	11.2295
5.7	0.2855	11.2311
5.72	0.2855	11.2311
5.74	0.2855	11.2319
5.76	0.2855	11.2328
5.78	0.2855	11.2336
5.8	0.2855	11.2344
5.82	0.2855	11.2344
5.84	0.2855	11.236
5.86	0.2855	11.2392
5.88	0.2855	11.2392
5.9	0.2855	11.2392
5.92	0.2855	11.2424
5.94	0.2855	11.244
5.96	0.2855	11.2465
5.98	0.2855	11.2465
6.	0.2855	11.2473
6.02	0.2855	11.2481
6.04	0.2855	11.2489
6.06	0.2855	11.2497
6.08	0.2855	11.2489
6.1	0.2855	11.2537
6.12	0.2855	11.2505
6.14	0.2855	11.2513
6.16	0.2855	11.2521
6.18	0.2855	11.2521
6.2	0.2855	11.2537
6.22	0.2856	11.2513
6.24	0.2856	11.2545
6.26	0.2856	11.257
6.28	0.2856	11.2562
6.3	0.2856	11.261
6.32	0.2856	11.2602
6.34	0.2856	11.2634
6.36	0.2856	11.2634
6.38	0.2856	11.2642
6.4	0.2856	11.2674
6.42	0.2856	11.2642
6.44	0.2856	11.2715
6.46	0.2856	11.2683
6.48	0.2856	11.2707
6.5	0.2856	11.2715
6.52	0.2856	11.2666
6.54	0.2856	11.2739
6.56	0.2856	11.2763
6.58	0.2856	11.2699
6.6	0.2856	11.2747
6.62	0.2856	11.2739
6.64	0.2856	11.2747
6.66	0.2856	11.2787
6.68	0.2856	11.2691
6.7	0.2856	11.2795
6.72	0.2856	11.2755
6.74	0.2856	11.2747
6.76	0.2856	11.2812
6.78	0.2856	11.2779
6.8	0.2856	11.2828
6.82	0.2856	11.282
6.84	0.2856	11.282
6.86	0.2856	11.2868
6.88	0.2856	11.2828
6.9	0.2856	11.2876
6.92	0.2857	11.286
6.94	0.2857	11.2876
6.96	0.2857	11.2908
6.98	0.2857	11.29
7.	0.2857	11.2965
7.02	0.2857	11.2941
7.04	0.2857	11.2965
7.06	0.2857	11.2997
7.08	0.2857	11.2973
7.1	0.2857	11.3021
7.12	0.2857	11.2997
7.14	0.2857	11.3021
7.16	0.2857	11.3038
7.18	0.2857	11.3021
7.2	0.2857	11.3054
7.22	0.2857	11.3054
7.24	0.2857	11.3054
7.26	0.2857	11.3062
7.28	0.2857	11.3062
7.3	0.2857	11.3086
7.32	0.2857	11.3086
7.34	0.2857	11.3102
7.36	0.2857	11.3118
7.38	0.2857	11.3126
7.4	0.2857	11.3142
7.42	0.2857	11.3159
7.44	0.2857	11.3126
7.46	0.2857	11.3159
7.48	0.2857	11.3207
7.5	0.2857	11.315
7.52	0.2857	11.3247
7.54	0.2857	11.3223
7.56	0.2857	11.3247
7.58	0.2857	11.3263
7.6	0.2857	11.3263
7.62	0.2857	11.3296
7.64	0.2857	11.3271
7.66	0.2858	11.3296
7.68	0.2858	11.332
7.7	0.2858	11.332
7.72	0.2858	11.3328
7.74	0.2858	11.336
7.76	0.2858	11.3384
7.78	0.2858	11.3376
7.8	0.2858	11.3401
7.82	0.2858	11.3409
7.84	0.2858	11.3409
7.86	0.2858	11.3417
7.88	0.2858	11.3433
7.9	0.2858	11.3441
7.92	0.2858	11.3441
7.94	0.2858	11.3449
7.96	0.2858	11.3457
7.98	0.2858	11.3457
8.	0.2858	11.3481
8.02	0.2858	11.3473
8.04	0.2858	11.3465
8.06	0.2858	11.3481
8.08	0.2858	11.3489
8.1	0.2858	11.3514
8.12	0.2858	11.3514
8.14	0.2858	11.3522
8.16	0.2858	11.3562
8.18	0.2858	11.3562
8.2	0.2858	11.3578
8.22	0.2858	11.3586
8.24	0.2858	11.361
8.26	0.2858	11.3618
8.28	0.2858	11.361
8.3	0.2858	11.3635
8.32	0.2858	11.3626
8.34	0.2858	11.3635
8.36	0.2858	11.3659
8.38	0.2858	11.3659
8.4	0.2858	11.3659
8.42	0.2858	11.3683
8.44	0.2858	11.3683
8.46	0.2858	11.3699
8.48	0.2858	11.3699
8.5	0.2859	11.3707
8.52	0.2859	11.3723
8.54	0.2859	11.3731
8.56	0.2859	11.3747
8.58	0.2859	11.3772
8.6	0.2859	11.378
8.62	0.2859	11.3796
8.64	0.2859	11.3804
8.66	0.2859	11.382
8.68	0.2859	11.3836
8.7	0.2859	11.3836
8.72	0.2859	11.3836
8.74	0.2859	11.3868
8.76	0.2859	11.386
8.78	0.2859	11.3852
8.8	0.2859	11.3901
8.82	0.2859	11.3885
8.84	0.2859	11.3901
8.86	0.2859	11.3909
8.88	0.2859	11.3941
8.9	0.2859	11.3941
8.92	0.2859	11.3925
8.94	0.2859	11.3973
8.96	0.2859	11.3965
8.98	0.2859	11.3965
9.	0.2859	11.399
9.02	0.2859	11.3965
9.04	0.286	11.3998
9.06	0.286	11.4014
9.08	0.286	11.4038
9.1	0.286	11.4078
9.12	0.286	11.407
9.14	0.286	11.4111
9.16	0.286	11.4135
9.18	0.286	11.4127
9.2	0.286	11.4151
9.22	0.286	11.4183
9.24	0.286	11.4167
9.26	0.286	11.4183
9.28	0.286	11.4223
9.3	0.286	11.4223
9.32	0.286	11.4191
9.34	0.286	11.4207
9.36	0.286	11.424
9.38	0.286	11.4256
9.4	0.286	11.4215
9.42	0.286	11.4232
9.44	0.286	11.428
9.46	0.286	11.4232
9.48	0.286	11.4248
9.5	0.286	11.4264
9.52	0.286	11.4272
9.54	0.286	11.4272
9.56	0.286	11.4272
9.58	0.286	11.4304
9.6	0.286	11.4288
9.62	0.286	11.4312
