Zeit	Weg	Kraft
s	mm	N
0.02	0.2753	10.6245
0.04	0.2757	10.7778
0.06	0.2759	10.902
0.08	0.276	10.9448
0.1	0.276	10.9545
0.12	0.276	10.9569
0.14	0.276	10.9601
0.16	0.276	10.9625
0.18	0.276	10.9625
0.2	0.276	10.9625
0.22	0.276	10.9674
0.24	0.276	10.9674
0.26	0.276	10.9649
0.28	0.276	10.9706
0.3	0.276	10.9674
0.32	0.276	10.9682
0.34	0.276	10.9714
0.36	0.276	10.9674
0.38	0.276	10.9714
0.4	0.276	10.969
0.42	0.276	10.9706
0.44	0.276	10.9714
0.46	0.276	10.9698
0.48	0.276	10.9754
0.5	0.276	10.9722
0.52	0.276	10.973
0.54	0.276	10.9738
0.56	0.276	10.9746
0.58	0.276	10.9738
0.6	0.276	10.9738
0.62	0.276	10.9738
0.64	0.276	10.9746
0.66	0.276	10.973
0.68	0.276	10.9738
0.7	0.276	10.9754
0.72	0.276	10.9754
0.74	0.276	10.977
0.76	0.276	10.9738
0.78	0.276	10.9754
0.8	0.276	10.9778
0.82	0.276	10.9738
0.84	0.276	10.9754
0.86	0.276	10.9778
0.88	0.276	10.9738
0.9	0.276	10.9762
0.92	0.276	10.977
0.94	0.276	10.9754
0.96	0.276	10.9754
0.98	0.276	10.9762
1.	0.276	10.9787
1.02	0.276	10.9746
1.04	0.276	10.9778
1.06	0.276	10.977
1.08	0.276	10.977
1.1	0.276	10.9762
1.12	0.276	10.977
1.14	0.276	10.9787
1.16	0.276	10.9762
1.18	0.276	10.9778
1.2	0.276	10.977
1.22	0.276	10.977
1.24	0.2761	10.9762
1.26	0.2761	10.9762
1.28	0.2761	10.977
1.3	0.2761	10.9795
1.32	0.2761	10.9803
1.34	0.2761	10.9835
1.36	0.2761	10.9875
1.38	0.2761	10.9875
1.4	0.2761	10.9916
1.42	0.2761	10.9916
1.44	0.2761	10.9932
1.46	0.2761	10.994
1.48	0.2761	10.9956
1.5	0.2761	10.9964
1.52	0.2761	10.9972
1.54	0.2761	10.9972
1.56	0.2761	10.9988
1.58	0.2761	10.9996
1.6	0.2761	10.9988
1.62	0.2761	10.9996
1.64	0.2762	10.9988
1.66	0.2762	11.0029
1.68	0.2762	11.0037
1.7	0.2762	11.0045
1.72	0.2762	11.0085
1.74	0.2762	11.0077
1.76	0.2762	11.0085
1.78	0.2762	11.0117
1.8	0.2762	11.0125
1.82	0.2762	11.0133
1.84	0.2762	11.0125
1.86	0.2762	11.015
1.88	0.2762	11.0166
