Zeit	Weg	Kraft
s	mm	N
0.02	0.241	5.71
0.04	0.2413	5.8512
0.06	0.2416	5.9899
0.08	0.2419	6.1045
0.1	0.2421	6.2013
0.12	0.2424	6.3054
0.14	0.2426	6.4111
0.16	0.2429	6.5224
0.18	0.2431	6.6297
0.2	0.2434	6.7402
0.22	0.2436	6.8491
0.24	0.2438	6.9419
0.26	0.2441	7.0459
0.28	0.2443	7.1597
0.3	0.2446	7.2783
0.32	0.2449	7.3993
0.34	0.2451	7.5058
0.36	0.2453	7.6115
0.38	0.2456	7.7268
0.4	0.2459	7.8454
0.42	0.2461	7.9559
0.44	0.2463	8.0543
0.46	0.2466	8.1641
0.48	0.2468	8.2762
0.5	0.2471	8.3875
0.52	0.2473	8.4988
0.54	0.2476	8.611
0.56	0.2479	8.7271
0.58	0.2481	8.8393
0.6	0.2483	8.9474
0.62	0.2486	9.0611
0.64	0.2488	9.1829
0.66	0.2491	9.3056
0.68	0.2493	9.3951
0.7	0.2495	9.479
0.72	0.2498	9.5984
0.74	0.2501	9.7355
0.76	0.2504	9.8687
0.78	0.2506	9.9848
0.8	0.2508	10.0808
0.82	0.2511	10.1776
0.84	0.2513	10.2873
0.86	0.2516	10.4116
0.88	0.2519	10.5334
0.9	0.2521	10.6496
0.92	0.2524	10.7585
0.94	0.2526	10.8464
0.96	0.2528	10.9384
0.98	0.2531	11.0618
1.	0.2533	11.186
1.02	0.2536	11.2941
1.04	0.2538	11.3877
1.06	0.254	11.495
1.08	0.2543	11.6217
1.1	0.2546	11.7467
1.12	0.2549	11.8645
1.14	0.2551	11.9718
1.16	0.2553	12.0726
1.18	0.2556	12.1823
1.2	0.2558	12.3001
1.22	0.2561	12.426
1.24	0.2564	12.5454
1.26	0.2566	12.6672
1.28	0.2569	12.7785
1.3	0.2571	12.8777
1.32	0.2573	12.9915
1.34	0.2576	13.1117
1.36	0.2579	13.2311
1.38	0.2581	13.3206
1.4	0.2583	13.4223
1.42	0.2586	13.5538
1.44	0.2589	13.6836
1.46	0.2591	13.8087
1.48	0.2593	13.9055
1.5	0.2595	13.9853
1.52	0.2598	14.1064
1.54	0.2601	14.2411
1.56	0.2604	14.3621
1.58	0.2606	14.471
1.6	0.2608	14.5743
