Zeit	Weg	Kraft
s	mm	N
0.02	0.2411	4.8218
0.04	0.2414	4.9501
0.06	0.2417	5.0912
0.08	0.2421	5.2365
0.1	0.2424	5.3776
0.12	0.2427	5.4898
0.14	0.2429	5.5729
0.16	0.2431	5.6745
0.18	0.2434	5.785
0.2	0.2437	5.8972
0.22	0.2439	6.0085
0.24	0.2442	6.1222
0.26	0.2444	6.2344
0.28	0.2447	6.34
0.3	0.2449	6.4554
0.32	0.2452	6.5716
0.34	0.2454	6.6748
0.36	0.2457	6.7749
0.38	0.2459	6.8822
0.4	0.2462	6.9838
0.42	0.2465	7.1032
0.44	0.2467	7.2331
0.46	0.247	7.338
0.48	0.2472	7.4283
0.5	0.2474	7.5324
0.52	0.2477	7.6534
0.54	0.2479	7.7631
0.56	0.2482	7.8696
0.58	0.2484	7.9753
0.6	0.2487	8.0914
0.62	0.249	8.2415
0.64	0.2493	8.3762
0.66	0.2495	8.4658
0.68	0.2497	8.5432
0.7	0.2499	8.6513
0.72	0.2502	8.7739
0.74	0.2505	8.882
0.76	0.2507	8.9772
0.78	0.2509	9.0893
0.8	0.2512	9.2063
0.82	0.2514	9.3104
0.84	0.2517	9.408
0.86	0.2519	9.5129
0.88	0.2522	9.6532
0.9	0.2525	9.7807
0.92	0.2527	9.8751
0.94	0.2529	9.9654
0.96	0.2532	10.0768
0.98	0.2535	10.1954
1.	0.2537	10.2994
1.02	0.2539	10.4067
1.04	0.2542	10.5205
1.06	0.2544	10.6326
1.08	0.2547	10.7415
1.1	0.255	10.8698
1.12	0.2553	11.0029
1.14	0.2555	11.1037
1.16	0.2557	11.203
1.18	0.2559	11.3159
1.2	0.2562	11.428
1.22	0.2564	11.5426
1.24	0.2567	11.6531
1.26	0.2569	11.7556
1.28	0.2572	11.8645
1.3	0.2574	11.979
1.32	0.2577	12.1186
1.34	0.258	12.2428
1.36	0.2582	12.3348
1.38	0.2584	12.4268
1.4	0.2587	12.5389
1.42	0.2589	12.647
1.44	0.2592	12.7623
1.46	0.2595	12.8938
1.48	0.2597	13.0189
1.5	0.26	13.1157
1.52	0.2602	13.2141
1.54	0.2604	13.3279
1.56	0.2607	13.4416
1.58	0.2609	13.5505
1.6	0.2612	13.6554
1.62	0.2614	13.7675
1.64	0.2617	13.8845
1.66	0.262	14.0007
1.68	0.2622	14.1088
1.7	0.2624	14.2209
1.72	0.2627	14.3346
1.74	0.2629	14.4411
1.76	0.2632	14.5476
1.78	0.2634	14.6598
1.8	0.2637	14.7646
1.82	0.2639	14.8768
1.84	0.2642	15.001
1.86	0.2645	15.1091
1.88	0.2647	15.2107
1.9	0.2649	15.3229
1.92	0.2652	15.456
1.94	0.2654	15.5544
1.96	0.2657	15.6577
1.98	0.266	15.798
2.	0.2662	15.9142
2.02	0.2665	16.0118
2.04	0.2667	16.1207
2.06	0.267	16.2264
2.08	0.2672	16.3281
2.1	0.2674	16.4362
2.12	0.2677	16.5515
2.14	0.2679	16.6564
2.16	0.2682	16.7605
2.18	0.2685	16.8839
2.2	0.2687	17.0049
2.22	0.2689	17.1049
2.24	0.2692	17.2082
2.26	0.2695	17.334
2.28	0.2697	17.4494
2.3	0.2699	17.5462
2.32	0.2702	17.6567
2.34	0.2704	17.7656
2.36	0.2707	17.8818
2.38	0.271	18.0036
2.4	0.2712	18.1165
2.42	0.2715	18.2279
2.44	0.2717	18.3336
2.46	0.2719	18.4409
2.48	0.2722	18.5514
2.5	0.2724	18.6627
2.52	0.2727	18.774
2.54	0.2729	18.8813
2.56	0.2732	18.991
2.58	0.2735	19.1153
2.6	0.2737	19.2218
2.62	0.2739	19.3412
2.64	0.2742	19.463
2.66	0.2745	19.5727
2.68	0.2747	19.6776
2.7	0.2749	19.7832
2.72	0.2752	19.9155
2.74	0.2755	20.0495
2.76	0.2757	20.1551
2.78	0.2759	20.2568
2.8	0.2762	20.3617
2.82	0.2764	20.4714
2.84	0.2767	20.5819
2.86	0.2769	20.7061
2.88	0.2772	20.8255
2.9	0.2774	20.9336
2.92	0.2777	21.0433
2.94	0.2779	21.1539
2.96	0.2782	21.2531
2.98	0.2785	21.3765
3.	0.2787	21.4911
3.02	0.2789	21.5967
3.04	0.2792	21.7024
3.06	0.2794	21.8162
3.08	0.2797	21.9331
3.1	0.2799	22.0388
3.12	0.2802	22.1461
3.14	0.2804	22.2534
