Zeit	Weg	Kraft
s	mm	N
0.02	0.2391	5.3268
0.04	0.2393	5.4325
0.06	0.2397	5.5712
0.08	0.24	5.6882
0.1	0.2402	5.7713
0.12	0.2404	5.8528
0.14	0.2406	5.948
0.16	0.2409	6.0682
0.18	0.2412	6.1835
0.2	0.2414	6.2723
0.22	0.2416	6.3675
0.24	0.2419	6.4869
0.26	0.2422	6.603
0.28	0.2424	6.699
0.3	0.2427	6.8007
0.32	0.2429	6.908
0.34	0.2432	7.0129
0.36	0.2434	7.104
0.38	0.2436	7.2097
0.4	0.2439	7.3202
0.42	0.2441	7.4315
0.44	0.2443	7.5332
0.46	0.2446	7.655
0.48	0.245	7.7978
0.5	0.2452	7.9035
0.52	0.2454	7.9882
0.54	0.2456	8.0906
0.56	0.2459	8.202
0.58	0.2461	8.3036
0.6	0.2464	8.419
0.62	0.2467	8.5537
0.64	0.2469	8.6545
0.66	0.2471	8.7449
0.68	0.2474	8.874
0.7	0.2477	9.0063
0.72	0.2479	9.1047
0.74	0.2481	9.195
0.76	0.2484	9.3104
0.78	0.2486	9.4306
0.8	0.2488	9.5274
0.82	0.2491	9.6476
0.84	0.2494	9.792
0.86	0.2497	9.8993
0.88	0.2499	9.9888
0.9	0.2501	10.0977
0.92	0.2504	10.218
0.94	0.2507	10.3293
0.96	0.2509	10.4269
0.98	0.2512	10.5447
1.	0.2514	10.6584
1.02	0.2517	10.7665
1.04	0.2519	10.8746
1.06	0.2521	10.9868
1.08	0.2524	11.0981
1.1	0.2526	11.1981
1.12	0.2529	11.3078
1.14	0.2531	11.4167
1.16	0.2534	11.52
1.18	0.2536	11.6418
1.2	0.2539	11.7523
1.22	0.2541	11.8612
1.24	0.2544	11.9685
1.26	0.2546	12.0815
1.28	0.2549	12.2202
1.3	0.2552	12.3445
1.32	0.2554	12.4389
1.34	0.2556	12.5219
1.36	0.2559	12.6397
1.38	0.2562	12.7874
1.4	0.2564	12.8963
1.42	0.2566	12.9866
1.44	0.2569	13.0971
1.46	0.2571	13.2117
1.48	0.2574	13.3311
1.5	0.2576	13.4408
1.52	0.2579	13.5465
1.54	0.2581	13.6546
1.56	0.2584	13.7748
1.58	0.2587	13.9047
1.6	0.2589	14.0063
1.62	0.2591	14.1193
1.64	0.2594	14.2338
1.66	0.2596	14.3459
1.68	0.2599	14.4573
1.7	0.2601	14.571
1.72	0.2604	14.6864
1.74	0.2606	14.7961
1.76	0.2609	14.8937
1.78	0.2611	15.0171
1.8	0.2614	15.1551
1.82	0.2617	15.2688
1.84	0.2619	15.3576
1.86	0.2621	15.4536
1.88	0.2624	15.5843
1.9	0.2627	15.7069
1.92	0.2629	15.8013
1.94	0.2631	15.8973
1.96	0.2634	16.0296
1.98	0.2637	16.1627
2.	0.2639	16.2546
2.02	0.2641	16.349
2.04	0.2644	16.4716
2.06	0.2647	16.6015
2.08	0.2649	16.7104
2.1	0.2652	16.8274
2.12	0.2654	16.946
2.14	0.2656	17.0589
2.16	0.2659	17.1767
2.18	0.2662	17.2921
2.2	0.2664	17.4002
2.22	0.2666	17.5099
2.24	0.2669	17.6253
2.26	0.2671	17.7326
2.28	0.2674	17.8382
2.3	0.2676	17.9423
2.32	0.2679	18.0472
2.34	0.2681	18.1537
2.36	0.2684	18.2771
2.38	0.2686	18.3884
2.4	0.2688	18.4828
2.42	0.2692	18.6183
2.44	0.2694	18.7539
2.46	0.2697	18.8474
2.48	0.2699	18.9434
2.5	0.2701	19.0548
2.52	0.2704	19.1863
2.54	0.2707	19.2968
2.56	0.2709	19.3904
2.58	0.2711	19.5098
2.6	0.2715	19.6525
2.62	0.2717	19.7655
2.64	0.2719	19.8542
2.66	0.2721	19.9591
2.68	0.2724	20.0769
2.7	0.2726	20.189
2.72	0.2729	20.3044
2.74	0.2731	20.4157
2.76	0.2734	20.5424
2.78	0.2737	20.6755
2.8	0.2739	20.7795
2.82	0.2741	20.8796
2.84	0.2744	20.9973
2.86	0.2746	21.1071
2.88	0.2748	21.2087
2.9	0.2751	21.3426
2.92	0.2755	21.4886
2.94	0.2757	21.5992
2.96	0.2759	21.6887
2.98	0.2761	21.796
3.	0.2764	21.9122
3.02	0.2766	22.017
3.04	0.2769	22.1276
3.06	0.2771	22.2486
3.08	0.2774	22.3639
3.1	0.2776	22.472
3.12	0.2779	22.5817
3.14	0.2781	22.6939
3.16	0.2784	22.8181
3.18	0.2787	22.9335
3.2	0.2789	23.0343
3.22	0.2792	23.1465
3.24	0.2794	23.2626
3.26	0.2797	23.3764
3.28	0.2799	23.4829
3.3	0.2801	23.5837
3.32	0.2804	23.6958
3.34	0.2806	23.8015
3.36	0.2808	23.9088
3.38	0.2811	24.0298
3.4	0.2814	24.167
3.42	0.2817	24.2904
3.44	0.2819	24.392
3.46	0.2821	24.5034
3.48	0.2824	24.6332
3.5	0.2827	24.7607
3.52	0.2829	24.8615
3.54	0.2831	24.9624
3.56	0.2834	25.0939
3.58	0.2837	25.2278
3.6	0.2839	25.3302
3.62	0.2841	25.4327
3.64	0.2844	25.5626
3.66	0.2847	25.69
3.68	0.2849	25.7885
3.7	0.2851	25.8885
3.72	0.2854	26.02
3.74	0.2857	26.1426
3.76	0.2859	26.241
3.78	0.2861	26.358
3.8	0.2864	26.5097
3.82	0.2867	26.6395
3.84	0.2869	26.7283
3.86	0.2871	26.8219
3.88	0.2874	26.9566
3.9	0.2877	27.0736
3.92	0.2879	27.1704
3.94	0.2881	27.2817
3.96	0.2884	27.4221
3.98	0.2886	27.5342
4.	0.2888	27.6205
4.02	0.2891	27.7335
4.04	0.2894	27.8746
4.06	0.2897	28.019
4.08	0.2899	28.1288
4.1	0.2901	28.2215
4.12	0.2904	28.3401
4.14	0.2907	28.4829
4.16	0.2909	28.5983
4.18	0.2911	28.6967
4.2	0.2914	28.8016
4.22	0.2916	28.9258
4.24	0.2919	29.0387
4.26	0.2921	29.1501
4.28	0.2924	29.2945
4.3	0.2927	29.4268
4.32	0.2929	29.5284
4.34	0.2931	29.6389
4.36	0.2934	29.7696
4.38	0.2936	29.8826
4.4	0.2938	29.9794
4.42	0.2941	30.1028
4.44	0.2944	30.2464
4.46	0.2947	30.369
4.48	0.2949	30.4602
4.5	0.2951	30.5715
4.52	0.2954	30.7199
