Zeit	Weg	Kraft
s	mm	N
0.02	0.2467	5.5664
0.04	0.247	5.685
0.06	0.2473	5.8286
0.08	0.2476	5.9601
0.1	0.2478	6.0601
0.12	0.2481	6.1715
0.14	0.2484	6.307
0.16	0.2486	6.4014
0.18	0.2488	6.4869
0.2	0.2491	6.6103
0.22	0.2494	6.7531
0.24	0.2497	6.8773
0.26	0.2499	6.9725
0.28	0.2501	7.0726
0.3	0.2504	7.1936
0.32	0.2507	7.313
0.34	0.2509	7.4106
0.36	0.2511	7.5066
0.38	0.2514	7.6324
0.4	0.2517	7.7575
0.42	0.2519	7.8527
0.44	0.2521	7.9479
0.46	0.2524	8.0648
0.48	0.2527	8.1907
0.5	0.2529	8.2891
0.52	0.2531	8.3682
0.54	0.2533	8.4835
0.56	0.2537	8.6287
0.58	0.254	8.7522
0.6	0.2542	8.8449
0.62	0.2544	8.9433
0.64	0.2547	9.0684
0.66	0.255	9.195
0.68	0.2552	9.2943
0.7	0.2554	9.3862
0.72	0.2556	9.4863
0.74	0.2559	9.6161
0.76	0.2562	9.7364
0.78	0.2564	9.8348
0.8	0.2566	9.9348
0.82	0.2569	10.0373
0.84	0.2572	10.1688
0.86	0.2575	10.3051
0.88	0.2577	10.4051
0.9	0.2579	10.489
0.92	0.2581	10.5899
0.94	0.2584	10.7093
0.96	0.2586	10.8165
0.98	0.2589	10.9238
1.	0.2592	11.0513
1.02	0.2594	11.1618
1.04	0.2596	11.2586
1.06	0.2599	11.3708
1.08	0.2602	11.5047
1.1	0.2604	11.6112
1.12	0.2606	11.7088
1.14	0.2609	11.8177
1.16	0.2611	11.9395
1.18	0.2614	12.0565
1.2	0.2616	12.1654
1.22	0.2619	12.288
1.24	0.2622	12.4042
1.26	0.2624	12.5082
1.28	0.2627	12.6147
1.3	0.2629	12.7212
1.32	0.2631	12.8229
1.34	0.2634	12.9318
1.36	0.2637	13.0617
1.38	0.2639	13.1867
1.4	0.2642	13.2875
1.42	0.2644	13.3868
1.44	0.2646	13.5005
1.46	0.2649	13.6151
1.48	0.2652	13.7441
1.5	0.2655	13.8732
1.52	0.2657	13.97
1.54	0.2659	14.0604
1.56	0.2661	14.1757
1.58	0.2664	14.3
1.6	0.2666	14.4016
1.62	0.2669	14.5137
1.64	0.2672	14.6412
1.66	0.2674	14.7493
1.68	0.2676	14.8534
1.7	0.2679	14.9639
1.72	0.2682	15.0768
1.74	0.2684	15.1874
1.76	0.2686	15.2963
1.78	0.2689	15.4076
1.8	0.2691	15.5125
1.82	0.2694	15.6246
1.84	0.2697	15.7682
1.86	0.27	15.8803
1.88	0.2701	15.9578
1.9	0.2703	16.0497
1.92	0.2706	16.1804
1.94	0.2709	16.316
1.96	0.2712	16.4152
1.98	0.2714	16.5136
2.	0.2716	16.6209
2.02	0.2719	16.7371
2.04	0.2722	16.8581
2.06	0.2724	16.9605
2.08	0.2726	17.0686
2.1	0.2729	17.1945
2.12	0.2731	17.2953
2.14	0.2734	17.4058
2.16	0.2737	17.5365
2.18	0.2739	17.6479
2.2	0.2742	17.7519
2.22	0.2744	17.8624
2.24	0.2746	17.977
2.26	0.2749	18.0786
2.28	0.2751	18.2021
2.3	0.2755	18.3537
2.32	0.2757	18.4659
2.34	0.2759	18.5482
2.36	0.2761	18.6579
2.38	0.2765	18.8087
2.4	0.2767	18.9233
2.42	0.2769	19.0048
2.44	0.2771	19.0967
2.46	0.2774	19.225
2.48	0.2777	19.35
2.5	0.2779	19.446
2.52	0.2781	19.5372
2.54	0.2784	19.6598
2.56	0.2787	19.7865
2.58	0.2789	19.8905
2.6	0.2791	19.9994
2.62	0.2794	20.1334
2.64	0.2797	20.2503
2.66	0.2799	20.3455
2.68	0.2801	20.4536
2.7	0.2804	20.5674
2.72	0.2806	20.6819
2.74	0.2809	20.815
2.76	0.2812	20.9441
2.78	0.2814	21.0409
2.8	0.2816	21.1385
2.82	0.2819	21.2749
2.84	0.2822	21.433
2.86	0.2825	21.5435
2.88	0.2826	21.625
2.9	0.2828	21.7153
2.92	0.2831	21.8476
2.94	0.2834	21.9912
2.96	0.2837	22.0969
2.98	0.2838	22.1824
3.	0.2841	22.2881
3.02	0.2844	22.4382
3.04	0.2847	22.5801
3.06	0.2849	22.6713
3.08	0.2851	22.7617
