Zeit	Weg	Kraft
s	mm	N
0.02	0.2459	5.5116
0.04	0.2462	5.6543
0.06	0.2465	5.7899
0.08	0.2467	5.8794
0.1	0.2469	5.952
0.12	0.2472	6.0609
0.14	0.2475	6.1965
0.16	0.2477	6.3142
0.18	0.248	6.4143
0.2	0.2482	6.5054
0.22	0.2484	6.6095
0.24	0.2487	6.7257
0.26	0.2489	6.8467
0.28	0.2492	6.9677
0.3	0.2494	7.0742
0.32	0.2497	7.1879
0.34	0.25	7.3194
0.36	0.2503	7.4428
0.38	0.2505	7.5388
0.4	0.2507	7.6252
0.42	0.2509	7.7429
0.44	0.2512	7.8809
0.46	0.2515	7.9866
0.48	0.2517	8.0753
0.5	0.2519	8.1874
0.52	0.2522	8.3133
0.54	0.2524	8.4085
0.56	0.2526	8.4956
0.58	0.2529	8.6199
0.6	0.2532	8.761
0.62	0.2535	8.8707
0.64	0.2537	8.9595
0.66	0.2539	9.0579
0.68	0.2542	9.1741
0.7	0.2544	9.2918
0.72	0.2547	9.3943
0.74	0.255	9.5218
0.76	0.2552	9.6468
0.78	0.2554	9.7355
0.8	0.2556	9.8275
0.82	0.2559	9.9647
0.84	0.2563	10.1034
0.86	0.2564	10.1962
0.88	0.2567	10.2914
0.9	0.2569	10.3914
0.92	0.2571	10.4931
0.94	0.2574	10.6229
0.96	0.2577	10.7464
0.98	0.2579	10.8408
1.	0.2582	10.9464
1.02	0.2585	11.0828
1.04	0.2587	11.203
1.06	0.2589	11.2844
1.08	0.2591	11.374
1.1	0.2594	11.4934
1.12	0.2597	11.6265
1.14	0.26	11.7451
1.16	0.2602	11.8427
1.18	0.2604	11.9395
1.2	0.2607	12.0605
1.22	0.2609	12.1896
1.24	0.2612	12.3146
1.26	0.2614	12.4098
1.28	0.2617	12.5131
1.3	0.262	12.6397
1.32	0.2622	12.7583
1.34	0.2624	12.8511
1.36	0.2626	12.9439
1.38	0.2629	13.0665
1.4	0.2632	13.1923
1.42	0.2634	13.3077
1.44	0.2637	13.4271
1.46	0.264	13.54
1.48	0.2642	13.6344
1.5	0.2644	13.7369
1.52	0.2647	13.8716
1.54	0.265	14.0039
1.56	0.2652	14.1055
1.58	0.2654	14.204
1.6	0.2657	14.3347
1.62	0.266	14.4629
1.64	0.2662	14.5613
1.66	0.2664	14.6573
1.68	0.2667	14.7711
1.7	0.2669	14.8873
1.72	0.2672	14.9929
1.74	0.2675	15.1156
1.76	0.2677	15.2382
1.78	0.2679	15.3285
1.8	0.2681	15.4229
1.82	0.2684	15.5593
1.84	0.2687	15.6956
1.86	0.2689	15.7892
1.88	0.2691	15.8771
1.9	0.2694	15.9981
1.92	0.2697	16.1401
1.94	0.27	16.2563
1.96	0.2702	16.3426
1.98	0.2704	16.441
2.	0.2707	16.5725
2.02	0.271	16.6975
2.04	0.2712	16.7847
2.06	0.2714	16.8831
2.08	0.2717	17.0178
2.1	0.272	17.1356
2.12	0.2722	17.2292
2.14	0.2724	17.326
2.16	0.2727	17.4462
2.18	0.273	17.5801
2.2	0.2732	17.6938
2.22	0.2734	17.7826
2.24	0.2736	17.8907
2.26	0.2739	18.027
2.28	0.2742	18.1504
2.3	0.2744	18.2335
2.32	0.2746	18.3344
2.34	0.2749	18.478
2.36	0.2753	18.6272
2.38	0.2755	18.741
2.4	0.2757	18.8249
2.42	0.2759	18.9362
2.44	0.2762	19.0725
2.46	0.2765	19.1774
2.48	0.2766	19.2581
2.5	0.2769	19.3686
2.52	0.2772	19.5082
2.54	0.2775	19.6227
2.56	0.2777	19.7123
2.58	0.2779	19.8284
2.6	0.2782	19.9591
2.62	0.2785	20.0753
2.64	0.2787	20.1672
2.66	0.2789	20.2568
2.68	0.2792	20.3818
2.7	0.2794	20.5028
2.72	0.2797	20.6037
2.74	0.2799	20.7207
2.76	0.2802	20.8522
2.78	0.2805	20.9586
2.8	0.2806	21.049
2.82	0.2809	21.1603
2.84	0.2812	21.2958
2.86	0.2815	21.4306
2.88	0.2817	21.5443
2.9	0.2819	21.6411
2.92	0.2822	21.7525
2.94	0.2824	21.8743
2.96	0.2827	21.9961
2.98	0.283	22.1276
3.	0.2832	22.2405
3.02	0.2834	22.3341
3.04	0.2837	22.4511
3.06	0.284	22.581
3.08	0.2842	22.7003
3.1	0.2844	22.7883
3.12	0.2847	22.9036
3.14	0.285	23.044
3.16	0.2852	23.1553
3.18	0.2854	23.2489
3.2	0.2857	23.374
3.22	0.286	23.5111
3.24	0.2862	23.6079
3.26	0.2864	23.6975
3.28	0.2867	23.8233
3.3	0.2869	23.954
3.32	0.2872	24.0613
3.34	0.2874	24.1621
3.36	0.2876	24.2678
3.38	0.2879	24.3945
3.4	0.2882	24.526
3.42	0.2884	24.6373
3.44	0.2886	24.7357
3.46	0.2889	24.8454
3.48	0.2892	24.9729
3.5	0.2895	25.1092
3.52	0.2897	25.2375
3.54	0.29	25.348
3.56	0.2902	25.4513
3.58	0.2905	25.5666
3.6	0.2907	25.6852
3.62	0.291	25.8143
3.64	0.2912	25.924
3.66	0.2914	26.0176
3.68	0.2917	26.1402
3.7	0.292	26.2717
3.72	0.2922	26.3943
3.74	0.2924	26.4935
3.76	0.2926	26.596
3.78	0.2929	26.7275
3.8	0.2932	26.8671
3.82	0.2935	26.9913
3.84	0.2936	27.0792
3.86	0.2939	27.1768
3.88	0.2941	27.3059
3.9	0.2944	27.4406
3.92	0.2947	27.5633
3.94	0.2949	27.6778
3.96	0.2952	27.7916
3.98	0.2954	27.9198
4.	0.2957	28.0473
4.02	0.296	28.1756
4.04	0.2962	28.299
4.06	0.2964	28.4006
4.08	0.2967	28.5063
4.1	0.297	28.6346
4.12	0.2973	28.7725
4.14	0.2975	28.871
4.16	0.2976	28.95
4.18	0.2979	29.0605
4.2	0.2982	29.2017
4.22	0.2985	29.3324
4.24	0.2987	29.4308
4.26	0.2989	29.5317
4.28	0.2992	29.6672
4.3	0.2995	29.7995
4.32	0.2997	29.9189
4.34	0.2999	30.0157
4.36	0.3001	30.1125
4.38	0.3004	30.2432
4.4	0.3007	30.3731
4.42	0.3009	30.4836
4.44	0.3012	30.5925
4.46	0.3014	30.7046
4.48	0.3017	30.8305
4.5	0.302	30.9563
4.52	0.3022	31.0798
4.54	0.3024	31.1838
4.56	0.3027	31.2895
4.58	0.3029	31.421
4.6	0.3032	31.5452
4.62	0.3035	31.6719
4.64	0.3037	31.7856
4.66	0.3039	31.8841
4.68	0.3042	32.0043
4.7	0.3044	32.1357
4.72	0.3047	32.2632
4.74	0.305	32.3842
4.76	0.3052	32.5036
4.78	0.3054	32.6149
4.8	0.3057	10.539
