Zeit	Weg	Kraft
s	mm	N
0.02	0.2477	5.5769
0.04	0.248	5.6963
0.06	0.2483	5.8221
0.08	0.2486	5.9601
0.1	0.2488	6.0577
0.12	0.249	6.1489
0.14	0.2493	6.2925
0.16	0.2496	6.4191
0.18	0.2499	6.5296
0.2	0.2501	6.6208
0.22	0.2504	6.7458
0.24	0.2507	6.8854
0.26	0.2509	6.9685
0.28	0.2511	7.0669
0.3	0.2513	7.1597
0.32	0.2516	7.271
0.34	0.2519	7.3993
0.36	0.2522	7.5171
0.38	0.2524	7.6292
0.4	0.2526	7.7091
0.42	0.2528	7.8107
0.44	0.2531	7.939
0.46	0.2534	8.0479
0.48	0.2536	8.1528
0.5	0.2539	8.2689
0.52	0.2542	8.3956
0.54	0.2544	8.5093
0.56	0.2546	8.5965
0.58	0.2549	8.7207
0.6	0.2552	8.8417
0.62	0.2553	8.9288
0.64	0.2556	9.0289
0.66	0.2559	9.1612
0.68	0.2562	9.2959
0.7	0.2564	9.3903
0.72	0.2566	9.4847
0.74	0.2569	9.604
0.76	0.2571	9.6992
0.78	0.2574	9.8154
0.8	0.2576	9.9074
0.82	0.2579	10.0324
0.84	0.2581	10.1373
0.86	0.2583	10.2091
0.88	0.2586	10.3616
0.9	0.2589	10.4818
0.92	0.2591	10.5874
0.94	0.2594	10.6955
0.96	0.2596	10.7996
0.98	0.2599	10.9222
1.	0.2601	11.011
1.02	0.2604	11.1231
1.04	0.2607	11.2635
1.06	0.2609	11.3675
1.08	0.2611	11.4716
1.1	0.2614	11.5733
1.12	0.2617	11.7088
1.14	0.2619	11.8169
1.16	0.2621	11.9016
1.18	0.2624	12.0387
1.2	0.2627	12.1638
1.22	0.2629	12.2598
1.24	0.2631	12.3638
1.26	0.2633	12.4566
1.28	0.2636	12.5808
1.3	0.2639	12.7083
1.32	0.2641	12.8116
1.34	0.2643	12.91
1.36	0.2646	13.0318
1.38	0.2649	13.1577
1.4	0.2651	13.2383
1.42	0.2653	13.3238
1.44	0.2656	13.4618
1.46	0.2659	13.6102
1.48	0.2662	13.7272
1.5	0.2664	13.8079
1.52	0.2666	13.9135
1.54	0.2669	14.0507
1.56	0.2672	14.1612
1.58	0.2674	14.2556
1.6	0.2676	14.3556
1.62	0.2679	14.4742
1.64	0.2681	14.5952
1.66	0.2684	14.6969
1.68	0.2687	14.8187
1.7	0.2689	14.9244
1.72	0.2691	15.0204
1.74	0.2694	15.1454
1.76	0.2697	15.2664
1.78	0.2699	15.3689
1.8	0.2701	15.46
1.82	0.2704	15.581
1.84	0.2707	15.7206
1.86	0.2709	15.8182
1.88	0.2711	15.9126
1.9	0.2713	16.0151
1.92	0.2716	16.1345
1.94	0.2719	16.2668
1.96	0.2721	16.3668
1.98	0.2723	16.4499
2.	0.2726	16.5644
2.02	0.2729	16.7088
2.04	0.2732	16.8226
2.06	0.2734	16.9081
2.08	0.2736	17.021
2.1	0.2739	17.1654
2.12	0.2742	17.2873
2.14	0.2744	17.3679
2.16	0.2746	17.4559
2.18	0.2749	17.5833
2.2	0.2751	17.7132
2.22	0.2754	17.8181
2.24	0.2756	17.9229
2.26	0.2759	18.0601
2.28	0.2762	18.1787
2.3	0.2764	18.2674
2.32	0.2766	18.3594
2.34	0.2769	18.4877
2.36	0.2772	18.6224
2.38	0.2774	18.7264
2.4	0.2776	18.8128
2.42	0.2779	18.9281
2.44	0.2782	19.0596
2.46	0.2784	19.1613
2.48	0.2786	19.2516
2.5	0.2789	19.3678
2.52	0.2792	19.5009
2.54	0.2794	19.6098
2.56	0.2796	19.6953
2.58	0.2798	19.7994
2.6	0.2801	19.9293
2.62	0.2804	20.06
2.64	0.2806	20.1705
2.66	0.2809	20.2721
2.68	0.2811	20.3972
2.7	0.2814	20.5198
2.72	0.2816	20.6271
2.74	0.2819	20.7416
2.76	0.2821	20.8755
2.78	0.2824	21.0022
2.8	0.2826	21.0958
2.82	0.2828	21.1998
2.84	0.2832	21.3378
2.86	0.2834	21.4733
2.88	0.2836	21.5661
2.9	0.2839	21.6702
2.92	0.2841	21.7976
2.94	0.2844	21.9211
2.96	0.2846	22.0275
2.98	0.2848	22.1227
3.	0.2851	22.2454
3.02	0.2854	22.3728
3.04	0.2856	22.4898
3.06	0.2859	22.6003
3.08	0.2861	22.7133
3.1	0.2864	22.8536
3.12	0.2867	22.969
3.14	0.2869	23.061
3.16	0.2871	23.1739
3.18	0.2874	23.3062
3.2	0.2877	23.4328
3.22	0.2879	23.5297
3.24	0.2881	23.6386
3.26	0.2884	23.7668
3.28	0.2886	23.8677
3.3	0.2888	23.9637
3.32	0.2891	24.0936
3.34	0.2894	24.2299
3.36	0.2896	24.3469
3.38	0.2899	24.4663
3.4	0.2901	24.5719
3.42	0.2903	24.6631
3.44	0.2906	24.7817
3.46	0.2909	24.9188
3.48	0.2912	25.0439
3.5	0.2914	25.152
3.52	0.2916	25.2649
3.54	0.2919	25.3964
3.56	0.2922	25.5118
3.58	0.2924	25.6037
3.6	0.2926	25.7046
3.62	0.2929	25.8514
3.64	0.2931	25.97
3.66	0.2934	26.0966
3.68	0.2936	26.2193
3.7	0.2939	26.3169
3.72	0.2941	26.4427
3.74	0.2944	26.567
3.76	0.2946	26.688
3.78	0.2948	26.7848
3.8	0.2951	26.9082
3.82	0.2954	27.0566
3.84	0.2956	27.1567
3.86	0.2959	27.264
3.88	0.2962	27.4076
3.9	0.2964	27.5245
3.92	0.2966	27.6213
3.94	0.2969	27.7359
3.96	0.2971	27.865
3.98	0.2974	27.9828
4.	0.2976	28.0828
4.02	0.2979	28.1941
4.04	0.2981	28.3224
4.06	0.2984	28.4482
4.08	0.2986	28.5426
4.1	0.2988	28.6491
4.12	0.2991	28.7895
4.14	0.2994	28.9202
4.16	0.2996	29.0266
4.18	0.2999	29.1315
4.2	0.3001	29.2566
4.22	0.3004	29.3913
4.24	0.3007	29.4978
4.26	0.3009	29.6026
4.28	0.3011	29.7172
4.3	0.3014	29.8245
4.32	0.3017	29.9737
4.34	0.3019	30.0843
4.36	0.3021	30.1698
4.38	0.3024	30.3295
