Zeit	Weg	Kraft
s	mm	N
0.02	0.2375	5.476
0.04	0.2379	5.6293
0.06	0.2382	5.7745
0.08	0.2385	5.8907
0.1	0.2387	5.9851
0.12	0.239	6.0875
0.14	0.2392	6.1956
0.16	0.2395	6.2997
0.18	0.2397	6.4094
0.2	0.24	6.5143
0.22	0.2402	6.6176
0.24	0.2405	6.7168
0.26	0.2408	6.8459
0.28	0.2411	6.9693
0.3	0.2413	7.0669
0.32	0.2415	7.1605
0.34	0.2418	7.2557
0.36	0.242	7.3581
0.38	0.2423	7.4735
0.4	0.2425	7.5767
0.42	0.2428	7.6792
0.44	0.243	7.7841
0.46	0.2433	7.897
0.48	0.2435	8.0035
0.5	0.2438	8.0979
0.52	0.244	8.2036
0.54	0.2443	8.3181
0.56	0.2445	8.4343
0.58	0.2448	8.5537
0.6	0.245	8.6642
0.62	0.2453	8.7731
0.64	0.2455	8.8917
0.66	0.2458	9.0127
0.68	0.2461	9.1248
0.7	0.2463	9.2217
0.72	0.2465	9.3306
0.74	0.2468	9.4387
0.76	0.247	9.5419
0.78	0.2472	9.646
0.8	0.2475	9.7767
0.82	0.2479	9.9211
0.84	0.2481	10.0219
0.86	0.2482	10.1034
0.88	0.2485	10.2091
0.9	0.2488	10.3543
0.92	0.2491	10.4817
0.94	0.2493	10.5673
0.96	0.2495	10.6625
0.98	0.2498	10.7931
1.	0.2501	10.9254
1.02	0.2503	11.0263
1.04	0.2505	11.1199
1.06	0.2508	11.2368
1.08	0.251	11.353
1.1	0.2513	11.4571
1.12	0.2515	11.5684
1.14	0.2518	11.6757
1.16	0.252	11.7765
1.18	0.2522	11.8822
1.2	0.2526	12.0234
1.22	0.2529	12.1638
1.24	0.2531	12.2662
1.26	0.2533	12.3582
1.28	0.2535	12.4582
1.3	0.2538	12.5663
1.32	0.254	12.6704
1.34	0.2543	12.7793
1.36	0.2545	12.8906
1.38	0.2547	13.0003
1.4	0.255	13.1165
1.42	0.2553	13.2302
1.44	0.2555	13.3375
1.46	0.2558	13.4553
1.48	0.256	13.5876
1.5	0.2563	13.703
1.52	0.2565	13.807
1.54	0.2568	13.9208
1.56	0.257	14.0337
1.58	0.2573	14.1451
1.6	0.2575	14.2564
1.62	0.2578	14.3685
1.64	0.258	14.4774
1.66	0.2583	14.5976
1.68	0.2585	14.7106
1.7	0.2588	14.8203
1.72	0.259	14.9389
1.74	0.2593	15.055
1.76	0.2596	15.1696
1.78	0.2598	15.2769
1.8	0.26	15.3745
1.82	0.2603	15.485
1.84	0.2605	15.5996
1.86	0.2608	15.7125
1.88	0.261	15.8239
1.9	0.2613	15.9344
1.92	0.2615	16.0368
1.94	0.2617	16.1482
1.96	0.2621	16.2861
1.98	0.2624	16.4249
2.	0.2626	16.5184
2.02	0.2628	16.6015
2.04	0.263	16.7153
2.06	0.2633	16.8363
2.08	0.2635	16.9412
2.1	0.2637	17.0412
2.12	0.264	17.1501
2.14	0.2643	17.2832
2.16	0.2646	17.4163
2.18	0.2648	17.5188
2.2	0.265	17.6148
2.22	0.2652	17.7253
2.24	0.2655	17.8608
2.26	0.2659	18.0052
2.28	0.2661	18.1133
2.3	0.2663	18.2013
2.32	0.2665	18.3037
2.34	0.2668	18.4199
2.36	0.2671	18.5393
2.38	0.2673	18.649
2.4	0.2675	18.7474
2.42	0.2678	18.8563
2.44	0.268	18.9733
2.46	0.2683	19.0814
2.48	0.2685	19.1911
2.5	0.2688	19.3016
2.52	0.269	19.4178
2.54	0.2693	19.5291
2.56	0.2695	19.6364
2.58	0.2697	19.7356
2.6	0.27	19.8413
2.62	0.2702	19.951
2.64	0.2705	20.0849
2.66	0.2708	20.2068
2.68	0.271	20.31
2.7	0.2713	20.4238
2.72	0.2716	20.5399
2.74	0.2718	20.6488
2.76	0.272	20.7586
2.78	0.2723	20.8763
2.8	0.2725	20.9852
2.82	0.2728	21.0933
2.84	0.273	21.2014
2.86	0.2733	21.3233
2.88	0.2735	21.4386
2.9	0.2738	21.5411
2.92	0.274	21.6548
2.94	0.2743	21.767
2.96	0.2745	21.8791
2.98	0.2748	21.9928
3.	0.275	22.1074
3.02	0.2753	22.2195
3.04	0.2755	22.322
3.06	0.2758	22.4422
3.08	0.276	22.56
3.1	0.2763	22.6697
3.12	0.2766	22.8076
3.14	0.2768	22.9359
3.16	0.2771	23.0351
3.18	0.2773	23.1263
3.2	0.2775	23.2433
3.22	0.2778	23.3554
3.24	0.278	23.4603
3.26	0.2783	23.5764
3.28	0.2786	23.6991
3.3	0.2788	23.8088
3.32	0.279	23.9136
3.34	0.2793	24.0201
3.36	0.2795	24.1323
3.38	0.2798	24.2379
3.4	0.28	24.3509
3.42	0.2803	24.4767
3.44	0.2806	24.6002
3.46	0.2808	24.7042
3.48	0.281	24.8051
3.5	0.2813	24.9293
3.52	0.2816	25.085
3.54	0.2818	25.2036
3.56	0.282	25.2964
3.58	0.2823	25.4045
3.6	0.2825	25.5214
3.62	0.2828	25.6336
3.64	0.283	25.7505
3.66	0.2833	25.8958
3.68	0.2836	26.016
3.7	0.2838	26.1079
3.72	0.284	26.2096
3.74	0.2843	26.3322
3.76	0.2845	26.4492
3.78	0.2848	26.5653
3.8	0.285	26.6807
3.82	0.2853	26.7936
3.84	0.2855	26.9025
3.86	0.2858	27.0389
3.88	0.2861	27.1736
3.9	0.2863	27.272
3.92	0.2865	27.3753
3.94	0.2868	27.5197
3.96	0.2871	27.6649
3.98	0.2874	27.7657
4.	0.2875	27.8504
4.02	0.2877	27.9456
4.04	0.288	28.0707
4.06	0.2883	28.1925
4.08	0.2885	28.3006
4.1	0.2888	28.4208
4.12	0.289	28.5426
4.14	0.2893	28.6563
4.16	0.2896	28.7846
4.18	0.2898	28.8887
4.2	0.29	28.9928
4.22	0.2903	29.1105
4.24	0.2905	29.2259
4.26	0.2907	29.3372
4.28	0.291	29.4615
4.3	0.2913	29.6107
4.32	0.2916	29.7317
4.34	0.2918	29.8156
4.36	0.292	29.9164
4.38	0.2923	30.0407
4.4	0.2925	30.1585
4.42	0.2928	30.2932
4.44	0.293	30.4118
4.46	0.2933	30.5239
4.48	0.2936	30.6635
4.5	0.2938	30.7974
4.52	0.2941	30.9006
4.54	0.2943	30.9999
4.56	0.2945	31.1039
4.58	0.2947	31.2104
4.6	0.295	31.3371
4.62	0.2953	31.4863
4.64	0.2955	31.6073
4.66	0.2958	31.7066
4.68	0.296	31.8276
4.7	0.2963	31.9639
4.72	0.2965	9.7976
